Grupa	Podgrupa	Šifra	Naziv Latinski	Naziv		Šifra	Naziv engleski
L00-L99	L60-L75	L74.1	MILIARIA CRYSTALLINA	BISTRA PROSASTA OSPA	1	L74.1	Miliaria crystallina
L00-L99	L60-L75	L74.2	MILIARIA PROFUNDA	DUBOKA PROSASTA OSPA	1	L74.2	Miliaria profunda
L00-L99	L60-L75	L74.3	MILIARIA, NON SPECIFICATA	PROSASTA OSPA, NEOZNAČENA	1	L74.3	Miliaria, unspecified
L00-L99	L60-L75	L74.4	ANHIDROSIS	NELUČENJE ZNOJA	1	L74.4	Anhidrosis
L00-L99	L60-L75	L74.8	DISORDINES SUDORIS ECCRINIS ALII	DRUGI POREMEĆAJI ZNOJNIH ŽLIJEZDA	1	L74.8	Other eccrine sweat disorders
L00-L99	L60-L75	L74.9	DISORDO SUDORIS ECCRINIS, NON SPECIFICATUS	POREMEĆAJ ZNOJNIH ŽLIJEZDA, NEOZNAČEN	1	L74.9	Eccrine sweat disorder, unspecified
L00-L99	L60-L75	L75	DISORDINES SUDORIS APOCRINIS	POREMEĆAJI APOKRINIH ZNOJNIH ŽLIJEZDA	1	L75.-	Apocrine sweat disorders
L00-L99	L60-L75	L75.0	BROMHIDROSIS	ZNOJ NEPRIJATNOG MIRISA	1	L75.0	Bromhidrosis
L00-L99	L60-L75	L75.1	CHROMHIDROSIS	OBOJENI ZNOJ	1	L75.1	Chromhidrosis
L00-L99	L60-L75	L75.2	MILIARIA APOCRINIS	APOKRINA PROSASTA OSPA	1	L75.2	Apocrine miliaria
L00-L99	L60-L75	L75.8	DISORDINES SUDORIS APOCRINIS ALII	DRUGI POREMEĆAJI APOKRINIH ZNOJNIH ŽLIJEZDA	1	L75.8	Other apocrine sweat disorders
L00-L99	L60-L75	L75.9	DISORDO SUDORIS APOCRINIS, NON SPECIFICATUS	POREMEĆAJ APOKRINIH ZNOJNIH ŽLIJEZDA, NEOZNAČEN	1	L75.9	Apocrine sweat disorder, unspecified
L00-L99	L80-L99	L80	VITILIGO	VITILIGO 	1	L80	Vitiligo
L00-L99	L80-L99	L81	DISORDINES PIGMENTATIONIS CUTIS ALII	DRUGI POREMEĆAJI PIGMENTACIJE KOŽE	1	L81.-	Other disorders of pigmentation
L00-L99	L80-L99	L81.0	HYPERPIGMENTATIO POSTINFLAMMATORIA	POJAČANA PIGMENTACIJA POSLIJE ZAPALJENJA	1	L81.0	Postinflammatory hyperpigmentation
L00-L99	L80-L99	L81.1	CHLOASMA	HLOAZME	1	L81.1	Chloasma
L00-L99	L80-L99	L81.2	EPHELIDES	PJEGE	1	L81.2	Freckles
L00-L99	L80-L99	L81.3	MACULAE FUSCAE	MRKE MRLJE NA KOŽI	1	L81.3	Café au lait spots
L00-L99	L80-L99	L81.4	HYPERPIGMENTATIO MELANINOTICA ALIA	DRUGA POJAČANA MELANINSKA PIGMENTACIJA	1	L81.4	Other melanin hyperpigmentation
L00-L99	L80-L99	L81.5	LEUCODERMA	LEUKODERMA, NEKLASIFIKOVANA NA DRUGOM MJESTU	1	L81.5	Leukoderma, not elsewhere classified
L00-L99	L80-L99	L81.6	MORBI CUM FORMATIONE MELANINICA DEMINUTA ALIA	DRUGI POREMEĆAJI SA SMANJENIM STVARANJEM MELANINA	1	L81.6	Other disorders of diminished melanin formation
L00-L99	L80-L99	L81.7	PURPURA PIGMENTOSA CHRONICA	PIGMENTNA PURPURNO OBOLJENJE KOŽE	1	L81.7	Pigmented purpuric dermatosis
L00-L99	L80-L99	L81.8	DISORDINES PIGMENTATIONIS CUTIS ALII, SPECIFICATI	DRUGI OZNAČENI POREMEĆAJI PIGMENTACIJE KOŽE	1	L81.8	Other specified disorders of pigmentation
L00-L99	L80-L99	L81.9	DISORDO PIGMENTATIONIS, NON SPECIFICATUS	POREMEĆAJ PIGMENTACIJE, NEOZNAČEN	1	L81.9	Disorder of pigmentation, unspecified
L00-L99	L80-L99	L82	KERATOSIS SEBORRHOEICA	SEBOROIČNA KERATOZA	1	L82	Seborrhoeic keratosis
L00-L99	L80-L99	L83	ACANTHOSIS NIGRICANS	CRNKASTA AKANTOZA KOŽE	1	L83	Acanthosis nigricans
L00-L99	L80-L99	L84	CALLOSITAS ET CLAVUS	ŽULJEVITOST I ŽULJ	1	L84	Corns and callosities
L00-L99	L80-L99	L85	KERATOSES ALIAE	OSTALA OROŽAVANJA KOŽE	1	L85.-	Other epidermal thickening
L00-L99	L80-L99	L85.0	ICHTHYOSIS ACQUISITA	STEČENA IHTIOZA	1	L85.0	Acquired ichthyosis
L00-L99	L80-L99	L85.1	KERATOSIS PALMARIS ET PLANTARIS ACQUISITA	STEČENA KERATOZA DLANOVA I TABANA	1	L85.1	Acquired keratosis [keratoderma] palmaris et plantaris
L00-L99	L80-L99	L85.2	KERATOSIS PUNCTATA (PALMARIS ET PLANTARIS)	TAČKASTA KERATOZA (DLANOVA I TABANA)	1	L85.2	Keratosis punctata (palmaris et plantaris)
L00-L99	L80-L99	L85.3	XEROSIS CUTIS	SUVA KOŽA	1	L85.3	Xerosis cutis
L00-L99	L80-L99	L85.8	KERATOSES ALIAE, SPECIFICATAE	DRUGA OZNAČENA OROŽAVANJA KOŽE	1	L85.8	Other specified epidermal thickening
L00-L99	L80-L99	L85.9	KERATOSIS, NON SPECIFICATA	OROŽAVANJE KOŽE, NEOZNAČENO	1	L85.9	Epidermal thickening, unspecified
L00-L99	L80-L99	L86*	KERATODERMA IN MORBIS ALIIS	KERATODERMA U DRUGIM BOLESTIMA	1	L86*	Keratoderma in diseases classified elsewhere
L00-L99	L80-L99	L87	DISORDINES ELIMINATIONIS TRANSEPIDERMALES	POREMEĆAJI LUČENJA PREKO POKOŽICE	1	L87.-	Transepidermal elimination disorders
L00-L99	L80-L99	L87.0	KERATOSIS FOLLICULATIS ET PARAFOLLICULARIS IN CUTEM PENETRANS (KYRLE)	FOLIKULARNA I PARAFOLIKULARNA KERATOZA SA PRODIRANJEM U KOŽU (KYRLE)	1	L87.0	Keratosis follicularis et parafollicularis in cutem penetrans [Kyrle]
L00-L99	L80-L99	L87.1	COLLAGENOSIS PERFORANS REACTIVA	REAKTIVNA PERFORATIVNA KOLAGENOZA	1	L87.1	Reactive perforating collagenosis
L00-L99	L80-L99	L87.2	ELASTOSIS PERFORANS SERPIGINOSA	SERPIGENOZNA PERFORATIVNA ELASTOZA	1	L87.2	Elastosis perforans serpiginosa
L00-L99	L80-L99	L87.8	DISORDINES ELIMINATIONIS TRANSEPIDERMALES ALII	DRUGI POREMEĆAJI LUČENJA PREKO POKOŽICE	1	L87.8	Other transepidermal elimination disorders
L00-L99	L80-L99	L87.9	DISORDO ELIMINATIONIS TRANSEPIDERMALIS, NON SPECIFICATUS	POREMEĆAJ LUČENJA PREKO POKOŽICE, NEOZNAČEN	1	L87.9	Transepidermal elimination disorder, unspecified
L00-L99	L80-L99	L88	PYODERMA GANGRAENOSUM	GNOJNO-GANGRENOZNO ZAPALJENJE KOŽE	1	L88	Pyoderma gangrenosum
L00-L99	L80-L99	L89	DECUBITUS	DEKUBITALNA RANA	1	L89.-	Decubitus ulcer and pressure area
L00-L99	L80-L99	L89.0	DECUBITUS GRADUS I ET AREA PRESSOGENES	DEKUBITIS I STEPENA	1	L89.0	Stage I decubitus ulcer and pressure area
L00-L99	L80-L99	L89.1	DECUBITUS GRADUS II	DEKUBITIS II STEPENA	1	L89.1	Stage II decubitus ulcer
L00-L99	L80-L99	L89.2	DECUBITUS GRADUS III	DEKUBITIS III STEPENA	1	L89.2	Stage III decubitus ulcer
L00-L99	L80-L99	L89.3	DECUBITUS GRADUS IV	DEKUBITIS IV STEPENA	1	L89.3	Stage IV decubitus ulcer
L00-L99	L80-L99	L89.9	DECUBITUS NON SPECIFICATUS	DEKUBITALNA RANA, NEOZNAČENA	1	L89.9	Decubitus ulcer and pressure area, unspecified
L00-L99	L80-L99	L90	MORBI CUTIS ATROPHICI	ATROFIČKI POREMEĆAJI KOŽE 	1	L90.-	Atrophic disorders of skin
L00-L99	L80-L99	L90.0	LICHEN SCLEROTICUS ET LICHEN ATROPHICUS	SKLEROZNI I ATROFIČNI LIŠAJ	1	L90.0	Lichen sclerosus et atrophicus
L00-L99	L80-L99	L90.1	ANETODERMIA SCHWENINGER-BUZZI	ANETODERMIJA SCHWENINGER-BUZZI	1	L90.1	Anetoderma of Schweninger-Buzzi
L00-L99	L80-L99	L90.2	ANETODERMIA JADASSON-PELLIZZARI	ANETODERMIJA JADASSON-PELLIZZARI 	1	L90.2	Anetoderma of Jadassohn-Pellizzari
L00-L99	L80-L99	L90.3	ATROPHODERMIA PASINI-PIERINI	ATROFIJA KOŽE PASINI-PIERINI 	1	L90.3	Atrophoderma of Pasini and Pierini
L00-L99	L80-L99	L90.4	ACRODERMATITIS ATROPHICA CHRONICA	HRONIČNA ATROFIČNA AKRODERMATITIS	1	L90.4	Acrodermatitis chronica atrophicans
L00-L99	L80-L99	L90.5	STATUS CICATRICIALES ET FIBROSIS CUTIS	OZILJNA STANJA KOŽE I FIBROZA KOŽE	1	L90.5	Scar conditions and fibrosis of skin
L00-L99	L80-L99	L90.6	STRIAE ATROPHICAE	ATROFIČNE STRIJE	1	L90.6	Striae atrophicae
L00-L99	L80-L99	L90.8	MORBI CUTIS ATROPHICI, ALII	DRUGI ATROFIČNI POREMEĆAJI KOŽE	1	L90.8	Other atrophic disorders of skin
L00-L99	L80-L99	L90.9	MORBUS CUTIS ATROPHICUS, NON SPECIFICATUS	ATROFIČNI POREMEĆAJ KOŽE, NEOZNAČEN	1	L90.9	Atrophic disorder of skin, unspecified
L00-L99	L80-L99	L91	MORBI CUTIS HYPERTROPHICI	HIPERTROFIČNI POREMEĆAJ KOŽE	1	L91.-	Hypertrophic disorders of skin
L00-L99	L80-L99	L91.0	CICATRIX KELOIDES	KELOIDNI OŽILJAK	1	L91.0	Hypertrophic scar
L00-L99	L80-L99	L91.8	MORBI CUTIS HYPERTROPHICI, ALII	DRUGI HIPERTROFIČNI POREMEĆAJI KOŽE	1	L91.8	Other hypertrophic disorders of skin
L00-L99	L80-L99	L91.9	MORBUS CUTIS HYPERTROPHICUS, NON SPECIFICATUS	HIPERTROFIČNI POREMEĆAJ KOŽE, NEOZNAČEN	1	L91.9	Hypertrophic disorder of skin, unspecified
L00-L99	L80-L99	L92	CUTIS ET SUBCUTIS GRANULOMATOSA	GRANULOMATOZNI POREMEĆAJI KOŽE I POTKOŽNOG TKIVA	1	L92.-	Granulomatous disorders of skin and subcutaneous tissue
L00-L99	L80-L99	L92.0	GRANULOMA ANULARE	PRSTENASTI GRANULOM	1	L92.0	Granuloma annulare
L00-L99	L80-L99	L92.1	NECROBIOSIS LIPOIDALIS	IZUMIRANJE MASNIH ĆELIJA, NEKLASIFIKOVANA NA DRUGOM MJESTU	1	L92.1	Necrobiosis lipoidica, not elsewhere classified
L00-L99	L80-L99	L92.2	GRANULOMA FACIALE (EOSINOPHILICUM)	EOZINOFILNI GRANULOM LICA	1	L92.2	Granuloma faciale [eosinophilic granuloma of skin]
L00-L99	L80-L99	L92.3	GRANULOMA CORPORIS CUTIS ET SUBCUTIS	GRANULOM KOŽE I POTKOŽNOG TKIVA	1	L92.3	Foreign body granuloma of skin and subcutaneous tissue
L00-L99	L80-L99	L92.8	CUTIS ET SUBCUTIS GRANULOMATOSA ALIA	DRUGA GRANULOMATOZNI POREMEĆAJI KOŽE I POTKOŽNOG TKIVA	1	L92.8	Other granulomatous disorders of skin and subcutaneous tissue
L00-L99	L80-L99	L92.9	CUTIS ET SUBCUTIS GRANULOMATOSA, NON SPECIFICATA	GRANULOMATOZNI POREMEĆAJ KOŽE I POTKOŽNOG TKIVA, NEOZNAČEN	1	L92.9	Granulomatous disorder of skin and subcutaneous tissue, unspecified
L00-L99	L80-L99	L93	LUPUS ERYTHEMATOSUS	ERITEMSKI LUPUS 	1	L93.-	Lupus erythematosus
L00-L99	L80-L99	L93.0	LUPUS ERYTHEMATOSUS DISCOIDES	DISKOIDNI ERITEMSKI LUPUS	1	L93.0	Discoid lupus erythematosus
L00-L99	L80-L99	L93.1	LUPUS ERYTHEMATOSUS CUTANESU SUBACUTUS	SUBAKUTNI KOŽNI ERITEMSKI LUPUS	1	L93.1	Subacute cutaneous lupus erythematosus
L00-L99	L80-L99	L93.2	LUPUS ERYTHEMATOSUS ALIUS, LOCALISATUS	DRUGI LOKALNI ERITEMSKI LUPUS	1	L93.2	Other local lupus erythematosus
L00-L99	L80-L99	L94	COLLAGENOSES LOCALISATAE ALIAE	OSTALI LOKALIZOVANI POREMEĆAJI VEZIVNOG TKIVA	1	L94.-	Other localized connective tissue disorders
L00-L99	L80-L99	L94.0	SCLERODERMA (MORPHEA) LOCALISATUM	LOKALIZOVANA SKLERODERMA	1	L94.0	Localized scleroderma [morphea]
L00-L99	L80-L99	L94.1	SCLERODERMA LINEARE	LINIJSKA SKLERODERMA	1	L94.1	Linear scleroderma
L00-L99	L80-L99	L94.2	CALCINOSIS CUTIS	PROŽIMANJE KOŽE KALCIJUMOM	1	L94.2	Calcinosis cutis
L00-L99	L80-L99	L94.3	SCLERODACTYLIA	SKLERODAKTILIJA	1	L94.3	Sclerodactyly
L00-L99	L80-L99	L94.4	PAPULAE GOTTRON	PAPULE GOTTRON	1	L94.4	Gottron papules
L00-L99	L80-L99	L94.5	POIKILODERMA VASCULARE ATROPHICANS	POIKILODERMA UZROKOVANA SLABOM PROKRVLJENOŠĆU	1	L94.5	Poikiloderma vasculare atrophicans
L00-L99	L80-L99	L94.6	AINHUM	TRAKASTO KRUŽNO STANJE OKO PRSTA ILI UDA	1	L94.6	Ainhum
L00-L99	L80-L99	L94.8	COLLAGENOSIS LOCALISAT ALIAE, SPECIFICATAE	DRUGI OZNAČENI LOKALIZOVANI POREMEĆAJI VEZIVNOG TKIVA	1	L94.8	Other specified localized connective tissue disorders
L00-L99	L80-L99	L94.9	COLLAGENOSIS LOCALISATA, NON SPECIFICATA	LOKALIZOVANI POREMEĆAJ VEZIVNOG TKIVA, NEOZNAČEN	1	L94.9	Localized connective tissue disorder, unspecified
L00-L99	L80-L99	L95	VASCULITIS CUTIS	ZAPALJENJE KRVNIH SUDOVA OGRANIČENO NA KOŽU, NEKLASIFIKOVANO NA DRUGOM MJESTU	1	L95.-	Vasculitis limited to skin, not elsewhere classified
L00-L99	L80-L99	L95.0	VASCULITIS LIVEDOIDES	ZAPALJENJE KRVNIH SUDOVA LJUBIČASTE BOJE	1	L95.0	Livedoid vasculitis
L00-L99	L80-L99	L95.1	ERYTHEMA ELEVATUM DIUTINUM	UZDIGNUTI DUGOTRAJNI ERITEM	1	L95.1	Erythema elevatum diutinum
L00-L99	L80-L99	L95.8	VASCULITIS CUTIS ALIA	DRUGO ZAPALJENJE KRVNIH SUDOVA OGRANIČENO NA KOŽU	1	L95.8	Other vasculitis limited to skin
L00-L99	L80-L99	L95.9	VASCULITIS CUTIS, NON SPECIFICATA	ZAPALJENJE KRVNIH SUDOVA OGRANIČENO NA KOŽU, NEOZNAČENO	1	L95.9	Vasculitis limited to skin, unspecified
L00-L99	L80-L99	L97	ULCUS EXTREMITATIS INFERIORIS	GRIZLICA DONJIH UDOVA, NEKLASIFIKOVANO NA DRUGOM MJESTU	1	L97	Ulcer of lower limb, not elsewhere classified
L00-L99	L80-L99	L98	MORBI CUTIS ET SUBCUTIS ALII	OSTALI POREMEĆAJI KOŽE I POTKOŽNOG TKIVA, NEKLASIFIKOVANI NA DRUGOM MJESTU	1	L98.-	Other disorders of skin and subcutaneous tissue, not elsewhere classified
L00-L99	L80-L99	L98.0	GRANULOMA PYOGENES	GNOJNI GRANULOM	1	L98.0	Pyogenic granuloma
L00-L99	L80-L99	L98.1	DERMATITIS FACTITIA	NAMJERNO IZAZVANO ZAPALJENJE KOŽE	1	L98.1	Factitial dermatitis
L00-L99	L80-L99	L98.2	DERMATOSIS FEBRILIS NEUTROPHILOCYTICA (SWEET)	NEUTROFILOCITNO FEBRILNO OBOLJENJE KOŽE (SWEET)	1	L98.2	Febrile neutrophilic dermatosis [Sweet]
L00-L99	L80-L99	L98.3	PHLEGMONE EOSINOPHILICA (WELLS)	EOZINOFILNI CELILIT (WELLS)	1	L98.3	Eosinophilic cellulitis [Wells]
L00-L99	L80-L99	L98.4	ULCUS CUTIS CHRONICUM	HRONIČNA GRIZLICA KOŽE, NEKLASIFIKOVANA NA DRUGOM MJESTU	1	L98.4	Chronic ulcer of skin, not elsewhere classified
L00-L99	L80-L99	L98.5	MUCINOSIS CUTIS	RAZMEKŠAVANJE KOŽE	1	L98.5	Mucinosis of skin
L00-L99	L80-L99	L98.6	MORBI CUTIS ET SUBCUTIS INFILTRATIVI ALII	DRUGI INFILTRATIVNI POREMEĆAJI KOŽE I POTKOŽNOG TKIVA	1	L98.6	Other infiltrative disorders of skin and subcutaneous tissue
L00-L99	L80-L99	L98.8	MORBI SUBCUTIS ALII, SPECIFICATI	DRUGI OZNAČENI POREMEĆAJI KOŽE I POTKOŽNOG TKIVA	1	L98.8	Other specified disorders of skin and subcutaneous tissue
L00-L99	L80-L99	L98.9	MORBUS CUTIS ET SUBCUTIS, NON SPECIFICATUS	POREMEĆAJ KOŽE I POTKOŽNOG TKIVA, NEOZNAČEN	1	L98.9	Disorder of skin and subcutaneous tissue, unspecified
L00-L99	L80-L99	L99*	MORBI CUTIS ET SUBCUTIS ALII, IN MORBIS ALIIS	OSTALI POREMEĆAJI KOŽE I POTKOŽNOG TKIVA U DRUGIM BOLESTIMA	1	L99.-*	Other disorders of skin and subcutaneous tissue in diseases classified elsewhere
L00-L99	L80-L99	L99.0*	AMYLOIDOSIS CUTIS (E85.-+)	AMILOIDOZA KOŽE	1	L99.0*	Amyloidosis of skin
L00-L99	L80-L99	L99.8*	MORBI CUTIS ET SUBCUTIS ALII, SPECIFICATI, IN MORBIS ALIIS	DRUGI OZNAČENI POREMEĆAJI KOŽE I POTKOŽNOG TKIVA U DRUGIM BOLESTIMA	1	L99.8*	Other specified disorders of skin and subcutaneous tissue in diseases classified elsewhere
M00-M99	M00-M03	M00	ARTHRITIS PURULENTA	GNOJNA ZAPALJENJA ZGLOBOVA	1	M00.-	Pyogenic arthritis
M00-M99	M00-M03	M00.0	ARTHRITIS ET POLYARTHRITIS STAPHYLOCOCCICA	ZAPALJENJE JEDNOG I VIŠE ZGLOBOVA UZROKOVANO STAFILOKOKOM	1	M00.0	Staphylococcal arthritis and polyarthritis
M00-M99	M00-M03	M00.1	ARTHRITIS ET POLYARTHRITIS PNEUMOCOCCICA	ZAPALJENJE JEDNOG I VIŠE ZGLOBOVA UZROKOVANO PNEUMOKOKOM	1	M00.1	Pneumococcal arthritis and polyarthritis
M00-M99	M00-M03	M00.2	ARTHRITIS ET POLYARTHRITIS STREPTOCOCCICA ALIA	DRUGO ZAPALJENJE JEDNOG I VIŠE ZGLOBOVA UZROKOVANO STREPTOKOKOM	1	M00.2	Other streptococcal arthritis and polyarthritis
M00-M99	M00-M03	M00.8	ARTHRITIS ET POLYARTHRITIS PURULENTA PER BACTERIAS SPECIFICATAS ALIA	GNOJNA ZAPALJENJA JEDNOG I VIŠE ZGLOBOVA UZROKOVANO DRUGIM OZNAČENIM BAKTERIJAMA	1	M00.8	Arthritis and polyarthritis due to other specified bacterial agents
M00-M99	M00-M03	M00.9	ARTHRITIS PURULENTA, NON SPECIFICATA	GNOJNO ZAPALJENJE ZGLOBA, NEOZNAČENO	1	M00.9	Pyogenic arthritis, unspecified
M00-M99	M00-M03	M01*	ARTHRITIS IN MORBIS INFECTIVIS ET MORBIS PARASITARIIS	DIREKTNA INFEKCIJA ZGLOBA U ZARAZNIM I PARAZITARNIM BOLESTIMA	1	M01.-*	Direct infections of joint in infectious and parasitic diseases classified elsewhere
M00-M99	M00-M03	M01.0*	ARTHRITIS MENINGOCOCCICA (A39.8._+)	ZAPALJENJE ZGLOBOVA UZROKOVANO MENINGOKOKOM	1	M01.0*	Meningococcal arthritis
M00-M99	M00-M03	M01.1*	ARTHRITIS TUBERCULOSA (A18.0+)	TUBERKULOZNO ZAPALJENJE ZGLOBOVA	1	M01.1*	Tuberculous arthritis
M00-M99	M00-M03	M01.2*	ARTHRITIS IN MORBO LYME (A69.2+)	ZAPALJENJE ZGLOBA U LAJMSKOJ BOLESTI	1	M01.2*	Arthritis in Lyme disease
M00-M99	M00-M03	M01.3*	ARTHRITIS IN MORBIS BACTERIALIBUS ALIIS	ZAPALJENJE ZGLOBA U DRUGIM BAKTERIJSKIM BOLESTIMA	1	M01.3*	Arthritis in other bacterial diseases classified elsewhere
M00-M99	M00-M03	M01.4*	ARTHRITIS RUBEOLOSA (B06.8+)	ZAPALJENJE ZGLOBA KOD RUBEOLE	1	M01.4*	Rubella arthritis
M00-M99	M00-M03	M01.5*	ARTHRITIS IN MORBIS VIRALIBUS ALIIS	ZAPALJENJE ZGLOBA U DRUGIM BOLESTIMA UZROKOVANO VIRUSIMA	1	M01.5*	Arthritis in other viral diseases classified elsewhere
M00-M99	M00-M03	M01.6*	ARTHRITIS MYCOTICA (B35-B49+)	ZAPALJENJE ZGLOBA KOD GLJIVIČNIH OBOLJENJA	1	M01.6*	Arthritis in mycoses
M00-M99	M00-M03	M01.8*	ARTHRITIS IN MORBIS INFECTIVIS ET MORBIS PARASITARIIS ALIIS	ZAPALJENJE ZGLOBA U DRUGIM ZARAZNIM I PARAZITARNIM BOLESTIMA	1	M01.8*	Arthritis in other infectious and parasitic diseases classified elsewhere
M00-M99	M00-M03	M02	ARTHROPATHIAE REACTIVAE	REAKTIVNA OBOLJENJA ZGLOBOVA	1	M02.-	Reactive arthropathies
M00-M99	M00-M03	M02.0	"ARTHROPATHIA POST CIRCUITUM (""BY PASS"") INTESTINALEM"	OBOLJENJE ZGLOBA POSLIJE PREMOŠĆAVANJE CRIJEVA	1	M02.0	Arthropathy following intestinal bypass
M00-M99	M00-M03	M02.1	ARTHROPATHIA POSTDYSENTERICA	OBOLJENJE ZGLOBA POSLIJE DIZENTERIJE	1	M02.1	Postdysenteric arthropathy
M00-M99	M00-M03	M02.2	ARTHROPATHIA POSTIMMUNISATIONALIS	OBOLJENJE ZGLOBA POSLIJE VAKCINACIJE	1	M02.2	Postimmunization arthropathy
M00-M99	M00-M03	M02.3	MORBUS REITER	REITEROVA BOLEST	1	M02.3	Reiter disease
M00-M99	M00-M03	M02.8	ARTHROPATHIAE REACTIVAE ALIAE	DRUGA REAKTIVNA OBOLJENJA ZGLOBOVA	1	M02.8	Other reactive arthropathies
M00-M99	M00-M03	M02.9	ARTHROPATHIA REACTIVA, NON SPECIFICATA	REAKTIVNO OBOLJENJE ZGLOBA, NEOZNAČENO	1	M02.9	Reactive arthropathy, unspecified
M00-M99	M00-M03	M03*	ARTHROPATHIA POSTINFECTIVA ET ARTHROPATHIA REACTIVA IN MORBIS ALIIS	POSTINFEKTIVNA I REAKTIVNA OBOLJENJA ZGLOBOVA U DRUGIM BOLESTIMA	1	M03.-*	Postinfective and reactive arthropathies in diseases classified elsewhere
M00-M99	M00-M03	M03.0*	ARTHRITIS POST MENINGOCOCCICA (A39.8+)	ZAPALJENJE ZGLOBA POSLIJE INFEKCIJE MENINGOKOKOM	1	M03.0*	Postmeningococcal arthritis
M00-M99	M00-M03	M03.1*	ARTHROPATHIA SYPHILITICA	POSTINFEKTIVNO OBOLJENJE ZGLOBA UZROKOVANO SIFILISOM	1	M03.1*	Postinfective arthropathy in syphilis
M00-M99	M00-M03	M03.2*	ARTHROPATHIAE POSTINFECTIVAE IN MORBIS ALIIS	DRUGA POSTINFEKTIVNA OBOLJENJA ZGLOBOVA U DRUGIM BOLESTIMA	1	M03.2*	Other postinfectious arthropathies in diseases classified elsewhere
M00-M99	M00-M03	M03.6*	ARTHROPATHIA REACTIVA IN MORBIS ALIIS	REAKTIVNO OBOLJENJE ZGLOBA U DRUGIM BOLESTIMA	1	M03.6*	Reactive arthropathy in other diseases classified elsewhere
M00-M99	M05-M14	M05	ARTHRITIS RHEUMATOIDES SEROPOSITIVA	SEROPOZITIVNA REUMATOIDNA ZAPALJENJA ZGLOBA	1	M05.-	Seropositive rheumatoid arthritis
M00-M99	M05-M14	M05.0	SYNDROMA FELTY	SINDROM FELTY	1	M05.0	Felty syndrome
M00-M99	M05-M14	M05.1+	MORBUS PULMONIS RHEUMATOIDES (J99.0*)	REUMATOIDNO OBOLJENJE PLUĆA	1	M05.1	Rheumatoid lung disease
M00-M99	M05-M14	M05.2	VASCULITIS RHEUMATOIDES	REUMATOIDNO ZAPALJENJE KRVNIH SUDOVA	1	M05.2	Rheumatoid vasculitis
M00-M99	M05-M14	M05.3+	ARTHRITIS RHEUMATOIDES CUM APPREHENSIONE ORGANORUM ET SISTEMATUM ALIORUM	REUMATOIDNO ZAPALJENJE ZGLOBA SA ZAHVATANJEM DRUGIH ORGANA I SISTEMA	1	M05.3	Rheumatoid arthritis with involvement of other organs and systems
M00-M99	M05-M14	M05.8	ARTHRITIS RHEUMATOIDES SEROPOSITIVA ALIA	DRUGA SEROPOZITIVNA REUMATOIDNA ZAPALJENJA ZGLOBA	1	M05.8	Other seropositive rheumatoid arthritis
M00-M99	M05-M14	M05.9	ARTHRITIS RHEUMATOIDES SEROPOSITIVA, NON SPECIFICATA	SEROPOZITIVNO REUMATOIDNO ZAPALJENJE ZGLOBA, NEOZNAČENO	1	M05.9	Seropositive rheumatoid arthritis, unspecified
M00-M99	M05-M14	M06	ARTHRITIS RHEUMATOIDES ALIA	OSTALA REUMATOIDNA ZAPALJENJA ZGLOBA	1	M06.-	Other rheumatoid arthritis
M00-M99	M05-M14	M06.0	ARTHRITIS RHEUMATOIDES SERONEGATIVA	SERONEGATIVNO REUMATOIDNO ZAPALJENJE ZGLOBA	1	M06.0	Seronegative rheumatoid arthritis
M00-M99	M05-M14	M06.1	MORBUS STILL TARDUS	STILLOVA BOLEST KOD ODRASLIH	1	M06.1	Adult-onset Still disease
M00-M99	M05-M14	M06.2	BURSITIS RHEUMATOIDES	REUMATOIDNO ZAPALJENJE ZGLOBNE KESE	1	M06.2	Rheumatoid bursitis
M00-M99	M05-M14	M06.3	NODULUS RHEUMATOIDES	REUMATOIDNI ČVOR	1	M06.3	Rheumatoid nodule
M00-M99	M05-M14	M06.4	POLYARTHROPATHIA INFLAMMATORICA	ZAPALJENJSKO OBOLJENJE VIŠE ZGLOBOVA	1	M06.4	Inflammatory polyarthropathy
M00-M99	M05-M14	M06.8	ARTHRITIS RHEUMATOIDES SPECIFICATA ALIA	DRUGA OZNAČENA REUMATOIDNA ZAPALJENJA ZGLOBA	1	M06.8	Other specified rheumatoid arthritis
M00-M99	M05-M14	M06.9	ARTHRITIS RHEUMATOIDES, NON SPECIFICATA	REUMATOIDNO ZAPALJENJE ZGLOBA, NEOZNAČENO	1	M06.9	Rheumatoid arthritis, unspecified
M00-M99	M05-M14	M07*	ARTHROPATHIAE PSORIATICAE ET ARTHROPATHIAE ENTEROPATICAE	PSORIJATIČKA I ENTEROPATIČKA OBOLJENJA ZGLOBA	1	M07.-*	Psoriatic and enteropathic arthropathies
M00-M99	M05-M14	M07.0*	ARTHROPATHIA PSORIATICA INTERPHALANGICA DISTALIS (L40.5+)	OBOLJENJE ZGLOBA DONJIH ČLANAKA PRSTA UZROKOVANO PSORIJAZOM	1	M07.0*	Distal interphalangeal psoriatic arthropathy
M00-M99	M05-M14	M07.1*	ARTHRITIS PSORIATICA MUTILANS (L40.5+)	OSAKAĆUJUĆE ZAPALJENJE ZGLOBA	1	M07.1*	Arthritis mutilans
M00-M99	M05-M14	M07.2*	SPONDYLITIS PSORIATICA (L40.5+)	SPONDILITIS UZROKOVANO PSORIJAZOM	1	M07.2*	Psoriatic spondylitis
